id_encuestado,fecha_respuesta,edad_rango,genero,ciudad,nivel_educativo,tipo_celular,dispositivo_principal,acceso_internet,nivel_manejo_celular,comodidad_apps,frecuencia_uso_apps,apps_usadas,uso_principal_celular,dificultades,miedos,interes_clases_presenciales,interes_simuladores,apps_deseadas,app_prioritaria,dias_disponibles,horarios_disponibles,frecuencia_posible_semana,duracion_preferida_clase,tiempo_desplazamiento,lugar_preferido_clases,tipo_clase_preferida,limitaciones,disposicion_pago,entidad_ideal,contacto_interes
507,2025-11-23,40-49,Femenino,Galapa,Tecnico/Tecnologo,No tiene,Celular,No tiene,5,Neutral,A veces,"Google Maps, YouTube, Banca","Mapas, Tramites",No sabe descargar apps,Dañar celular,Si,Poco util,"Gobierno, Compras",WhatsApp,"Sabado, Lunes",Tarde,2 veces,1 hora,0-10,Biblioteca,Individual,Vista,No,Empresa privada,Si
508,2025-12-10,60-69,Prefiero no decirlo,Puerto Colombia,Profesional,Smartphone,Tablet,WiFi,4,Neutral,Rara vez,"Google Maps, Correo, Ninguna",Videos,No sabe descargar apps,Ninguno,Si,No me interesa,"Compras, WhatsApp",Redes sociales,"Jueves, Martes",Noche,3 veces o mas,1 hora,11-20,Universidad,Grupo pequeno,Motricidad,Si,Fundacion,No
509,2025-12-02,50-59,Prefiero no decirlo,Barranquilla,Tecnico/Tecnologo,Celular basico,Celular,Datos moviles,4,Neutral,Nunca,"Google Maps, Correo","Videos, Llamadas","No sabe descargar apps, Miedo a danar celular",Perder dinero,No,Util,"WhatsApp, Correo, Gobierno",Correo,"Miercoles, Lunes",Tarde,3 veces o mas,30 min,0-10,Biblioteca,Individual,Vista,Si,Fundacion,No
510,2025-12-11,80+,Prefiero no decirlo,Barranquilla,Bachillerato,Celular basico,Computador,No tiene,4,Comodo,Nunca,"Ninguna, YouTube, Banca",Mapas,"Miedo a danar celular, Olvida contrasenas",Dañar celular,No,Muy util,"Google Maps, WhatsApp, Compras",Redes sociales,Martes,"Tarde, Noche",1 vez,30 min,11-20,Alcaldia,Individual,Vista,No,Alcaldia,No
511,2025-12-08,50-59,Masculino,Puerto Colombia,Tecnico/Tecnologo,Celular basico,Computador,WiFi,4,Neutral,Nunca,"WhatsApp, Correo",Mensajes,"Ninguna, No entiende botones",Dañar celular,No,Poco util,"WhatsApp, Banca, Redes sociales",WhatsApp,Lunes,"Tarde, Manana",3 veces o mas,30 min,11-20,Barrio,Individual,Motricidad,No,Universidad,Si
512,2025-11-16,50-59,Masculino,Barranquilla,Ninguno,No tiene,Computador,WiFi,1,Muy comodo,A veces,"Banca, WhatsApp, YouTube","Tramites, No lo usa",Ninguna,Dañar celular,Tal vez,Util,"Redes sociales, Banca",WhatsApp,"Jueves, Lunes",Manana,Depende,1.5 horas,0-10,Barrio,Indiferente,Ninguna,No,Familia,Si
513,2025-12-12,80+,Masculino,Galapa,Profesional,Celular basico,Celular,No tiene,2,Comodo,A veces,"Ninguna, YouTube, Banca",Tramites,"Olvida contrasenas, Ninguna",Perder dinero,Si,Muy util,"Gobierno, Salud",Salud,Miercoles,"Manana, Noche",2 veces,1 hora,0-10,Barrio,Indiferente,Audicion,No,Empresa privada,No
514,2025-12-10,70-79,Femenino,Malambo,Primaria,Celular basico,Computador,WiFi,5,Muy incomodo,Rara vez,"Banca, YouTube, Ninguna",Videos,"No entiende botones, Ninguna",Estafas,No,Muy util,"WhatsApp, Redes sociales, Salud",Redes sociales,Miercoles,Manana,Depende,1 hora,11-20,Barrio,Grupo pequeno,Vista,Si,Fundacion,No
515,2025-11-30,50-59,Femenino,Puerto Colombia,Primaria,Celular basico,Computador,Datos moviles,3,Muy comodo,Todos los dias,"Banca, YouTube",Mensajes,"Olvida contrasenas, Miedo a danar celular",No entender,Si,Util,Compras,Redes sociales,Lunes,Tarde,3 veces o mas,1 hora,11-20,Barrio,Grupo grande,Memoria,No,Alcaldia,Si
516,2025-12-14,70-79,Femenino,Barranquilla,Tecnico/Tecnologo,Smartphone,Tablet,No tiene,5,Muy incomodo,Rara vez,Correo,Llamadas,No entiende botones,Dañar celular,No,Muy util,"Gobierno, Redes sociales, WhatsApp",Redes sociales,"Viernes, Lunes","Manana, Noche",Depende,45 min,21-40,Universidad,Individual,Ninguna,No,Familia,No
517,2025-11-22,70-79,Femenino,Barranquilla,Profesional,No tiene,Celular,No tiene,1,Neutral,Rara vez,"Banca, Ninguna",Llamadas,"Ninguna, Miedo a danar celular",Ninguno,No,No me interesa,Correo,Mapas,"Lunes, Sabado",Manana,Depende,45 min,0-10,Barrio,Grupo pequeno,Ninguna,Si,Familia,No
518,2025-11-27,50-59,Prefiero no decirlo,Soledad,Bachillerato,No tiene,Tablet,WiFi,3,Muy incomodo,A veces,"Correo, Google Maps",No lo usa,Ninguna,Estafas,Si,No me interesa,"Salud, Redes sociales",WhatsApp,"Martes, Lunes, Sabado",Noche,2 veces,30 min,21-40,Biblioteca,Grupo pequeno,Audicion,Si,Fundacion,No
519,2025-12-03,50-59,Prefiero no decirlo,Barranquilla,Bachillerato,Celular basico,Tablet,WiFi,2,Muy comodo,Nunca,"Google Maps, WhatsApp","Videos, Mapas",No entiende botones,Estafas,Tal vez,Util,"Gobierno, Salud",Mapas,"Viernes, Lunes",Manana,1 vez,30 min,11-20,Barrio,Indiferente,Vista,No,Empresa privada,No
520,2025-11-17,80+,Femenino,Soledad,Ninguno,No tiene,Tablet,WiFi,1,Neutral,Rara vez,"Banca, Google Maps, WhatsApp","Mapas, Mensajes",Ninguna,Estafas,Si,Muy util,"Gobierno, WhatsApp",Correo,Miercoles,"Noche, Tarde",Depende,1.5 horas,40+,Barrio,Indiferente,Audicion,Solo si es gratis,Fundacion,Si
521,2025-12-12,80+,Prefiero no decirlo,Galapa,Tecnico/Tecnologo,Celular basico,Celular,Datos moviles,5,Neutral,A veces,"Ninguna, WhatsApp","Mapas, No lo usa",Olvida contrasenas,Ninguno,Si,Util,"Compras, Google Maps, WhatsApp",Mapas,"Viernes, Jueves, Martes","Manana, Noche",2 veces,1.5 horas,11-20,Alcaldia,Individual,Vista,No,Universidad,No
522,2025-12-08,70-79,Prefiero no decirlo,Soledad,Tecnico/Tecnologo,No tiene,Computador,Datos moviles,2,Muy incomodo,Nunca,"Ninguna, Correo, WhatsApp","Mensajes, No lo usa","No entiende botones, No sabe descargar apps",Dañar celular,Si,Util,"Redes sociales, Compras, Banca",Banca,"Miercoles, Jueves, Martes","Noche, Manana",3 veces o mas,45 min,11-20,Biblioteca,Grupo grande,Audicion,Si,Universidad,Si
523,2025-12-12,60-69,Prefiero no decirlo,Puerto Colombia,Profesional,Celular basico,Celular,Datos moviles,3,Neutral,Todos los dias,"Correo, Banca, Google Maps","Videos, Mapas","Ninguna, Olvida contrasenas",Dañar celular,Si,Poco util,Compras,Mapas,"Jueves, Miercoles, Sabado","Noche, Tarde",1 vez,1.5 horas,11-20,Universidad,Grupo pequeno,Vista,Si,Empresa privada,No
524,2025-12-03,40-49,Prefiero no decirlo,Barranquilla,Ninguno,Celular basico,Computador,No tiene,1,Neutral,Rara vez,"Banca, YouTube","Videos, Tramites","No sabe descargar apps, Olvida contrasenas",No entender,Si,Muy util,WhatsApp,Salud,"Martes, Sabado","Noche, Manana",3 veces o mas,45 min,40+,Barrio,Grupo grande,Vista,Solo si es gratis,Empresa privada,Si
525,2025-12-07,50-59,Masculino,Barranquilla,Tecnico/Tecnologo,Celular basico,Computador,WiFi,1,Comodo,Todos los dias,Ninguna,"Mensajes, Llamadas",No entiende botones,Ninguno,No,Muy util,"Redes sociales, Banca",Banca,Lunes,"Noche, Tarde",1 vez,1 hora,21-40,Biblioteca,Grupo pequeno,Motricidad,Solo si es gratis,Empresa privada,Si
526,2025-12-01,80+,Masculino,Malambo,Tecnico/Tecnologo,No tiene,Ninguno,WiFi,1,Comodo,Rara vez,"YouTube, WhatsApp, Correo","No lo usa, Mensajes",No sabe descargar apps,No entender,Tal vez,Util,"Compras, Salud, Redes sociales",Mapas,"Martes, Sabado","Manana, Noche",3 veces o mas,30 min,0-10,Universidad,Grupo pequeno,Memoria,Solo si es gratis,Alcaldia,Si
527,2025-11-15,60-69,Masculino,Puerto Colombia,Primaria,Smartphone,Celular,WiFi,4,Incomodo,Rara vez,Google Maps,Videos,"Miedo a danar celular, No entiende botones",No entender,Si,Poco util,Banca,Banca,"Viernes, Lunes","Manana, Noche",2 veces,30 min,11-20,Alcaldia,Grupo grande,Motricidad,Solo si es gratis,Universidad,No
528,2025-12-09,40-49,Prefiero no decirlo,Soledad,Ninguno,No tiene,Ninguno,WiFi,3,Incomodo,A veces,"Google Maps, YouTube, Banca",Mensajes,No sabe descargar apps,Perder dinero,No,Util,"Google Maps, WhatsApp, Gobierno",Mapas,"Sabado, Martes","Manana, Noche",2 veces,1.5 horas,40+,Barrio,Grupo grande,Vista,No,Fundacion,Si
529,2025-11-15,40-49,Prefiero no decirlo,Galapa,Primaria,No tiene,Tablet,Datos moviles,5,Comodo,Nunca,"YouTube, Ninguna, Correo",Llamadas,No sabe descargar apps,Estafas,Si,No me interesa,Redes sociales,Redes sociales,"Martes, Viernes, Sabado",Tarde,Depende,1 hora,21-40,Alcaldia,Indiferente,Audicion,No,Fundacion,No
530,2025-12-10,50-59,Femenino,Soledad,Bachillerato,Smartphone,Tablet,No tiene,5,Muy incomodo,Nunca,"Google Maps, Ninguna, YouTube","Tramites, No lo usa",Miedo a danar celular,Perder dinero,No,Poco util,"WhatsApp, Salud",Banca,"Miercoles, Martes, Sabado",Tarde,2 veces,1.5 horas,11-20,Barrio,Individual,Ninguna,Si,Empresa privada,No
531,2025-11-23,70-79,Masculino,Barranquilla,Bachillerato,Smartphone,Ninguno,No tiene,3,Incomodo,A veces,Ninguna,"Mensajes, Llamadas",Miedo a danar celular,No entender,Si,No me interesa,"WhatsApp, Correo, Google Maps",Redes sociales,"Martes, Viernes","Noche, Tarde",Depende,30 min,21-40,Universidad,Indiferente,Vista,No,Empresa privada,No
532,2025-11-26,40-49,Femenino,Barranquilla,Tecnico/Tecnologo,Smartphone,Ninguno,No tiene,3,Muy incomodo,Nunca,"Ninguna, Google Maps, Banca","Videos, Llamadas",Ninguna,No entender,No,Util,"Redes sociales, Salud, Correo",Salud,"Martes, Lunes","Manana, Noche",1 vez,1 hora,11-20,Alcaldia,Grupo pequeno,Vista,Si,Familia,No
533,2025-12-11,50-59,Prefiero no decirlo,Barranquilla,Bachillerato,Celular basico,Celular,WiFi,5,Incomodo,Todos los dias,"Correo, Ninguna, Banca","Llamadas, Tramites","Miedo a danar celular, No entiende botones",Perder dinero,Tal vez,No me interesa,"Salud, WhatsApp",Correo,Martes,"Noche, Tarde",1 vez,1.5 horas,21-40,Alcaldia,Indiferente,Motricidad,Si,Universidad,No
534,2025-12-08,40-49,Prefiero no decirlo,Barranquilla,Profesional,Celular basico,Computador,WiFi,1,Muy comodo,A veces,YouTube,Mensajes,Miedo a danar celular,Estafas,No,Muy util,"WhatsApp, Compras",Mapas,"Jueves, Miercoles","Noche, Tarde",3 veces o mas,1.5 horas,0-10,Barrio,Individual,Audicion,No,Familia,No
535,2025-12-02,60-69,Masculino,Puerto Colombia,Profesional,Celular basico,Ninguno,Datos moviles,5,Comodo,Todos los dias,"WhatsApp, Correo",Mapas,"No sabe descargar apps, No entiende botones",Dañar celular,Tal vez,Muy util,Compras,Banca,"Miercoles, Martes","Manana, Noche",Depende,1 hora,40+,Biblioteca,Indiferente,Memoria,Si,Alcaldia,No
536,2025-12-10,80+,Prefiero no decirlo,Galapa,Bachillerato,Celular basico,Tablet,WiFi,3,Muy comodo,Todos los dias,"WhatsApp, YouTube, Google Maps","Llamadas, Mensajes",No sabe descargar apps,No entender,No,Util,"Correo, Banca",WhatsApp,"Viernes, Miercoles","Noche, Tarde",3 veces o mas,1 hora,40+,Alcaldia,Grupo pequeno,Motricidad,No,Empresa privada,No
537,2025-11-21,50-59,Masculino,Malambo,Primaria,Celular basico,Celular,Datos moviles,5,Muy comodo,Rara vez,"YouTube, Google Maps, Banca","Videos, Mensajes","No sabe descargar apps, Olvida contrasenas",Estafas,No,Util,Salud,WhatsApp,"Miercoles, Viernes, Jueves",Noche,Depende,45 min,21-40,Barrio,Grupo pequeno,Audicion,Si,Alcaldia,No
538,2025-12-10,40-49,Prefiero no decirlo,Soledad,Primaria,Celular basico,Celular,Datos moviles,3,Neutral,A veces,Google Maps,"Videos, No lo usa","Ninguna, Miedo a danar celular",Perder dinero,Si,Util,WhatsApp,Mapas,"Viernes, Jueves","Tarde, Manana",2 veces,45 min,0-10,Barrio,Grupo pequeno,Motricidad,Si,Universidad,Si
539,2025-12-08,70-79,Masculino,Galapa,Tecnico/Tecnologo,No tiene,Ninguno,WiFi,3,Muy comodo,A veces,"Ninguna, Correo, WhatsApp","Llamadas, Tramites",No entiende botones,Dañar celular,No,Poco util,"Correo, Banca, Google Maps",Redes sociales,"Jueves, Sabado",Manana,1 vez,45 min,21-40,Barrio,Grupo pequeno,Motricidad,Si,Universidad,No
540,2025-12-09,50-59,Femenino,Soledad,Bachillerato,Celular basico,Ninguno,Datos moviles,2,Neutral,Todos los dias,Ninguna,Llamadas,"Miedo a danar celular, No sabe descargar apps",Ninguno,Tal vez,No me interesa,"WhatsApp, Gobierno, Correo",Redes sociales,"Sabado, Martes","Tarde, Manana",2 veces,30 min,40+,Alcaldia,Grupo grande,Vista,No,Empresa privada,Si
541,2025-12-13,60-69,Femenino,Malambo,Primaria,Smartphone,Tablet,No tiene,3,Muy incomodo,Rara vez,Banca,"Mapas, No lo usa","Miedo a danar celular, No sabe descargar apps",Dañar celular,No,Util,Salud,Banca,"Martes, Viernes, Sabado",Manana,1 vez,45 min,21-40,Alcaldia,Individual,Audicion,Si,Alcaldia,Si
542,2025-12-14,50-59,Femenino,Malambo,Profesional,Celular basico,Ninguno,WiFi,1,Comodo,Todos los dias,"WhatsApp, Correo","Mensajes, Mapas","Olvida contrasenas, Miedo a danar celular",Estafas,Si,Poco util,"Redes sociales, Banca, WhatsApp",WhatsApp,Martes,"Tarde, Manana",2 veces,30 min,11-20,Universidad,Grupo pequeno,Vista,Si,Familia,No
543,2025-11-30,40-49,Prefiero no decirlo,Barranquilla,Primaria,Celular basico,Tablet,WiFi,2,Neutral,Nunca,"WhatsApp, Correo","Videos, Tramites","No entiende botones, No sabe descargar apps",No entender,Tal vez,Poco util,"Banca, Correo",Correo,Miercoles,Tarde,3 veces o mas,45 min,40+,Biblioteca,Indiferente,Audicion,No,Familia,Si
544,2025-12-09,50-59,Masculino,Puerto Colombia,Primaria,No tiene,Computador,Datos moviles,4,Muy comodo,A veces,"Google Maps, Banca, YouTube",Mapas,Miedo a danar celular,No entender,No,Muy util,Banca,Banca,Lunes,Manana,Depende,30 min,11-20,Universidad,Indiferente,Ninguna,Si,Alcaldia,No
545,2025-11-17,40-49,Masculino,Malambo,Primaria,No tiene,Tablet,No tiene,2,Neutral,Nunca,"Banca, Ninguna, Google Maps","Mensajes, Tramites","No entiende botones, No sabe descargar apps",Estafas,Si,Util,Gobierno,Salud,"Miercoles, Martes, Viernes","Manana, Noche",1 vez,1 hora,21-40,Biblioteca,Grupo pequeno,Vista,No,Universidad,No
546,2025-11-23,60-69,Prefiero no decirlo,Malambo,Ninguno,No tiene,Ninguno,WiFi,2,Muy incomodo,Rara vez,Google Maps,"Videos, Mapas",Olvida contrasenas,Ninguno,No,No me interesa,"Redes sociales, WhatsApp, Google Maps",Salud,Martes,Tarde,Depende,1 hora,0-10,Universidad,Grupo pequeno,Memoria,No,Empresa privada,Si
547,2025-12-02,70-79,Prefiero no decirlo,Soledad,Bachillerato,No tiene,Computador,Datos moviles,2,Neutral,Rara vez,"Correo, Ninguna","Mensajes, No lo usa","Ninguna, Miedo a danar celular",Estafas,Tal vez,Muy util,"Redes sociales, Correo",WhatsApp,Viernes,Manana,3 veces o mas,45 min,11-20,Universidad,Individual,Vista,No,Fundacion,Si
548,2025-12-13,50-59,Prefiero no decirlo,Malambo,Tecnico/Tecnologo,No tiene,Ninguno,WiFi,4,Incomodo,Todos los dias,"Ninguna, YouTube, Correo",Tramites,"Miedo a danar celular, No entiende botones",No entender,Tal vez,Muy util,"Correo, Gobierno",Correo,Sabado,"Manana, Noche",2 veces,30 min,11-20,Barrio,Individual,Motricidad,Solo si es gratis,Familia,Si
549,2025-11-22,50-59,Femenino,Barranquilla,Bachillerato,Smartphone,Celular,WiFi,1,Neutral,A veces,"Ninguna, WhatsApp, Google Maps",Mapas,"Ninguna, No sabe descargar apps",No entender,Tal vez,Muy util,Banca,Correo,"Miercoles, Viernes",Tarde,3 veces o mas,1 hora,11-20,Barrio,Individual,Memoria,Si,Familia,No
550,2025-11-30,80+,Masculino,Soledad,Tecnico/Tecnologo,No tiene,Computador,No tiene,4,Comodo,A veces,"Ninguna, Google Maps",Tramites,"Miedo a danar celular, Ninguna",Dañar celular,No,Util,Google Maps,Redes sociales,"Martes, Sabado",Manana,2 veces,30 min,21-40,Barrio,Individual,Motricidad,Si,Familia,No
551,2025-11-27,50-59,Femenino,Malambo,Profesional,No tiene,Celular,WiFi,4,Muy comodo,Todos los dias,Correo,"Tramites, No lo usa",Miedo a danar celular,Ninguno,No,Util,WhatsApp,WhatsApp,Jueves,"Tarde, Manana",2 veces,30 min,0-10,Barrio,Grupo grande,Audicion,Solo si es gratis,Universidad,No
552,2025-12-08,80+,Masculino,Soledad,Primaria,Smartphone,Computador,No tiene,1,Neutral,Rara vez,"YouTube, Banca",Tramites,Olvida contrasenas,Ninguno,No,Util,"Google Maps, Redes sociales",Correo,"Lunes, Sabado, Jueves","Noche, Tarde",2 veces,1.5 horas,40+,Biblioteca,Grupo pequeno,Audicion,Solo si es gratis,Universidad,No
553,2025-11-23,50-59,Femenino,Galapa,Profesional,No tiene,Celular,No tiene,3,Muy incomodo,Todos los dias,Correo,"Llamadas, Mensajes","Ninguna, Olvida contrasenas",Estafas,Si,Muy util,Google Maps,Redes sociales,"Martes, Sabado, Viernes",Manana,2 veces,1 hora,11-20,Alcaldia,Individual,Ninguna,No,Empresa privada,Si
554,2025-12-02,70-79,Masculino,Galapa,Primaria,No tiene,Celular,Datos moviles,3,Muy comodo,Rara vez,Ninguna,No lo usa,"Miedo a danar celular, No entiende botones",Ninguno,Si,No me interesa,"Gobierno, Salud, WhatsApp",Salud,"Sabado, Lunes, Miercoles","Noche, Manana",3 veces o mas,1 hora,40+,Biblioteca,Individual,Audicion,Solo si es gratis,Fundacion,No
555,2025-12-03,70-79,Prefiero no decirlo,Galapa,Bachillerato,No tiene,Computador,No tiene,1,Incomodo,A veces,"YouTube, Google Maps",Videos,"Miedo a danar celular, Olvida contrasenas",No entender,No,Muy util,"Correo, Banca",Correo,"Lunes, Jueves, Miercoles","Manana, Tarde",Depende,1 hora,0-10,Alcaldia,Indiferente,Memoria,Si,Familia,Si
556,2025-11-27,80+,Masculino,Malambo,Profesional,Celular basico,Computador,No tiene,5,Muy comodo,A veces,"Google Maps, WhatsApp",Tramites,"No entiende botones, No sabe descargar apps",No entender,Si,Poco util,"Redes sociales, Banca",Salud,"Viernes, Sabado, Lunes","Tarde, Manana",3 veces o mas,1 hora,21-40,Barrio,Grupo pequeno,Ninguna,No,Alcaldia,No
557,2025-11-14,50-59,Femenino,Barranquilla,Bachillerato,Celular basico,Tablet,Datos moviles,1,Comodo,Todos los dias,"Banca, Ninguna",Llamadas,Olvida contrasenas,Ninguno,Tal vez,Poco util,"Banca, Compras, Gobierno",WhatsApp,"Viernes, Sabado, Martes",Tarde,Depende,1 hora,11-20,Alcaldia,Grupo grande,Vista,Solo si es gratis,Empresa privada,No
558,2025-11-17,50-59,Femenino,Soledad,Profesional,Celular basico,Celular,WiFi,1,Incomodo,Nunca,"Google Maps, Correo, Banca",Tramites,"Miedo a danar celular, No entiende botones",Dañar celular,Tal vez,Poco util,Correo,Correo,Jueves,"Tarde, Noche",1 vez,1.5 horas,0-10,Barrio,Indiferente,Audicion,No,Alcaldia,Si
559,2025-12-11,50-59,Masculino,Malambo,Primaria,Smartphone,Tablet,Datos moviles,3,Neutral,A veces,Banca,Mapas,"Olvida contrasenas, Ninguna",No entender,No,No me interesa,"Google Maps, Gobierno",WhatsApp,"Martes, Sabado",Tarde,3 veces o mas,1.5 horas,40+,Biblioteca,Grupo grande,Memoria,Si,Universidad,Si
560,2025-12-11,80+,Femenino,Malambo,Bachillerato,Smartphone,Computador,Datos moviles,1,Neutral,Todos los dias,"Correo, Ninguna","Tramites, Videos","Olvida contrasenas, Miedo a danar celular",Ninguno,Tal vez,Poco util,Banca,Banca,"Martes, Miercoles, Lunes","Manana, Noche",3 veces o mas,1 hora,21-40,Biblioteca,Individual,Audicion,Solo si es gratis,Familia,Si
561,2025-12-14,50-59,Masculino,Soledad,Bachillerato,Smartphone,Celular,No tiene,4,Incomodo,Rara vez,"Correo, Ninguna, YouTube","Videos, Tramites",Ninguna,Dañar celular,No,Poco util,"Redes sociales, Correo, Google Maps",Banca,Viernes,"Manana, Tarde",2 veces,1 hora,0-10,Alcaldia,Individual,Ninguna,No,Fundacion,No
562,2025-11-25,40-49,Masculino,Barranquilla,Primaria,Celular basico,Celular,No tiene,1,Neutral,A veces,"WhatsApp, Google Maps, Correo","Videos, No lo usa","Miedo a danar celular, Olvida contrasenas",Perder dinero,Tal vez,Util,"Gobierno, Compras",Correo,"Sabado, Miercoles, Lunes","Manana, Tarde",3 veces o mas,1.5 horas,11-20,Universidad,Grupo grande,Ninguna,Si,Alcaldia,No
563,2025-12-07,70-79,Prefiero no decirlo,Puerto Colombia,Primaria,Smartphone,Tablet,WiFi,5,Incomodo,Todos los dias,WhatsApp,Mensajes,No sabe descargar apps,Estafas,No,No me interesa,"Google Maps, Compras, Correo",WhatsApp,"Martes, Jueves","Manana, Noche",3 veces o mas,1.5 horas,11-20,Universidad,Individual,Motricidad,Si,Alcaldia,No
564,2025-11-22,60-69,Masculino,Malambo,Bachillerato,Celular basico,Tablet,Datos moviles,5,Muy incomodo,Nunca,"Banca, WhatsApp, Google Maps","No lo usa, Mapas",Olvida contrasenas,Dañar celular,Tal vez,No me interesa,Gobierno,Salud,"Jueves, Martes, Sabado",Tarde,2 veces,45 min,40+,Biblioteca,Grupo grande,Memoria,Solo si es gratis,Fundacion,No
565,2025-11-16,60-69,Femenino,Puerto Colombia,Ninguno,No tiene,Celular,No tiene,1,Muy incomodo,Nunca,"Banca, Ninguna, Google Maps","Mensajes, Tramites",Ninguna,Perder dinero,No,Poco util,Banca,Redes sociales,Viernes,"Noche, Tarde",3 veces o mas,45 min,21-40,Alcaldia,Grupo grande,Ninguna,Solo si es gratis,Empresa privada,No
566,2025-11-26,60-69,Masculino,Soledad,Ninguno,Celular basico,Ninguno,Datos moviles,5,Neutral,Rara vez,"Ninguna, WhatsApp, Banca",Mensajes,No sabe descargar apps,Ninguno,Tal vez,Muy util,Correo,Correo,"Martes, Viernes, Jueves",Tarde,1 vez,1 hora,21-40,Universidad,Grupo grande,Vista,No,Universidad,No
567,2025-11-29,50-59,Prefiero no decirlo,Galapa,Ninguno,Smartphone,Celular,WiFi,2,Muy incomodo,Rara vez,"Banca, Google Maps, Correo",Llamadas,Ninguna,No entender,No,Muy util,"Redes sociales, Correo",WhatsApp,Sabado,Manana,Depende,1.5 horas,0-10,Universidad,Grupo grande,Audicion,Solo si es gratis,Fundacion,No
568,2025-11-26,50-59,Femenino,Malambo,Primaria,No tiene,Computador,No tiene,5,Muy comodo,Nunca,"Correo, WhatsApp, Google Maps",Mensajes,"No entiende botones, Ninguna",Estafas,No,Util,"Banca, WhatsApp, Gobierno",Correo,Viernes,"Tarde, Manana",3 veces o mas,1 hora,0-10,Biblioteca,Indiferente,Vista,Solo si es gratis,Alcaldia,No
569,2025-11-18,80+,Femenino,Puerto Colombia,Primaria,Smartphone,Computador,Datos moviles,1,Incomodo,A veces,Ninguna,"Mensajes, Mapas",Olvida contrasenas,Ninguno,Tal vez,Util,"Compras, Banca",Salud,Martes,"Noche, Tarde",2 veces,45 min,21-40,Biblioteca,Individual,Vista,Solo si es gratis,Empresa privada,No
570,2025-11-17,70-79,Femenino,Malambo,Tecnico/Tecnologo,Celular basico,Tablet,WiFi,3,Comodo,Todos los dias,Banca,"Tramites, Mensajes","Olvida contrasenas, No entiende botones",Estafas,Tal vez,Poco util,Compras,Redes sociales,"Lunes, Martes, Viernes","Tarde, Manana",Depende,30 min,11-20,Alcaldia,Indiferente,Memoria,Si,Empresa privada,Si
571,2025-12-05,50-59,Prefiero no decirlo,Barranquilla,Profesional,Celular basico,Computador,WiFi,4,Muy incomodo,Nunca,Banca,"Videos, Mensajes","Ninguna, Olvida contrasenas",No entender,Tal vez,Muy util,"Banca, WhatsApp",Banca,"Viernes, Sabado, Lunes",Tarde,2 veces,30 min,21-40,Biblioteca,Indiferente,Memoria,Si,Fundacion,Si
572,2025-11-15,80+,Femenino,Malambo,Tecnico/Tecnologo,No tiene,Computador,Datos moviles,1,Muy comodo,Rara vez,"Google Maps, YouTube, WhatsApp","Tramites, Llamadas","No sabe descargar apps, Ninguna",Dañar celular,No,Muy util,"Google Maps, Banca, Correo",Correo,"Viernes, Sabado","Tarde, Noche",3 veces o mas,30 min,11-20,Universidad,Indiferente,Audicion,No,Alcaldia,No
