id_encuestado,fecha_respuesta,edad_rango,genero,ciudad,nivel_educativo,tipo_celular,dispositivo_principal,acceso_internet,nivel_manejo_celular,comodidad_apps,frecuencia_uso_apps,apps_usadas,uso_principal_celular,dificultades,miedos,interes_clases_presenciales,interes_simuladores,apps_deseadas,app_prioritaria,dias_disponibles,horarios_disponibles,frecuencia_posible_semana,duracion_preferida_clase,tiempo_desplazamiento,lugar_preferido_clases,tipo_clase_preferida,limitaciones,disposicion_pago,entidad_ideal,contacto_interes
531,2025-11-23,70-79,Masculino,Barranquilla,Bachillerato,Smartphone,Ninguno,No Tiene,3,Incomodo,A Veces,Ninguna,"Mensajes,Llamadas",Miedo A Danar Celular,No Entender,Si,No Me Interesa,"Whatsapp,Correo,Google Maps",Redes Sociales,"Martes,Viernes","Noche,Tarde",Depende,30 Min,21-40,Universidad,Indiferente,Vista,No,Empresa Privada,No
532,2025-11-26,40-49,Femenino,Barranquilla,Tecnico/Tecnologo,Smartphone,Ninguno,No Tiene,3,Muy Incomodo,Nunca,"Ninguna,Google Maps,Banca","Videos,Llamadas",Ninguna,No Entender,No,Util,"Redes Sociales,Salud,Correo",Salud,"Martes,Lunes","Manana,Noche",1 Vez,1 Hora,11-20,Alcaldia,Grupo Pequeno,Vista,Si,Familia,No
533,2025-12-11,50-59,Prefiero No Decirlo,Barranquilla,Bachillerato,Celular Basico,Celular,Wifi,5,Incomodo,Todos Los Dias,"Correo,Ninguna,Banca","Llamadas,Tramites","Miedo A Danar Celular,No Entiende Botones",Perder Dinero,Tal Vez,No Me Interesa,"Salud,Whatsapp",Correo,Martes,"Noche,Tarde",1 Vez,1.5 Horas,21-40,Alcaldia,Indiferente,Motricidad,Si,Universidad,No
534,2025-12-08,40-49,Prefiero No Decirlo,Barranquilla,Profesional,Celular Basico,Computador,Wifi,1,Muy Comodo,A Veces,Youtube,Mensajes,Miedo A Danar Celular,Estafas,No,Muy Util,"Whatsapp,Compras",Mapas,"Jueves,Miercoles","Noche,Tarde",3 Veces O Mas,1.5 Horas,0-10,Barrio,Individual,Audicion,No,Familia,No
535,2025-12-02,60-69,Masculino,Puerto Colombia,Profesional,Celular Basico,Ninguno,Datos Moviles,5,Comodo,Todos Los Dias,"Whatsapp,Correo",Mapas,"No Sabe Descargar Apps,No Entiende Botones",Dañar Celular,Tal Vez,Muy Util,Compras,Banca,"Miercoles,Martes","Manana,Noche",Depende,1 Hora,40+,Biblioteca,Indiferente,Memoria,Si,Alcaldia,No
536,2025-12-10,80+,Prefiero No Decirlo,Galapa,Bachillerato,Celular Basico,Tablet,Wifi,3,Muy Comodo,Todos Los Dias,"Whatsapp,Youtube,Google Maps","Llamadas,Mensajes",No Sabe Descargar Apps,No Entender,No,Util,"Correo,Banca",Whatsapp,"Viernes,Miercoles","Noche,Tarde",3 Veces O Mas,1 Hora,40+,Alcaldia,Grupo Pequeno,Motricidad,No,Empresa Privada,No
537,2025-11-21,50-59,Masculino,Malambo,Primaria,Celular Basico,Celular,Datos Moviles,5,Muy Comodo,Rara Vez,"Youtube,Google Maps,Banca","Videos,Mensajes","No Sabe Descargar Apps,Olvida Contrasenas",Estafas,No,Util,Salud,Whatsapp,"Miercoles,Viernes,Jueves",Noche,Depende,45 Min,21-40,Barrio,Grupo Pequeno,Audicion,Si,Alcaldia,No
538,2025-12-10,40-49,Prefiero No Decirlo,Soledad,Primaria,Celular Basico,Celular,Datos Moviles,3,Neutral,A Veces,Google Maps,"Videos,No Lo Usa","Ninguna,Miedo A Danar Celular",Perder Dinero,Si,Util,Whatsapp,Mapas,"Viernes,Jueves","Tarde,Manana",2 Veces,45 Min,0-10,Barrio,Grupo Pequeno,Motricidad,Si,Universidad,Si
539,2025-12-08,70-79,Masculino,Galapa,Tecnico/Tecnologo,No Tiene,Ninguno,Wifi,3,Muy Comodo,A Veces,"Ninguna,Correo,Whatsapp","Llamadas,Tramites",No Entiende Botones,Dañar Celular,No,Poco Util,"Correo,Banca,Google Maps",Redes Sociales,"Jueves,Sabado",Manana,1 Vez,45 Min,21-40,Barrio,Grupo Pequeno,Motricidad,Si,Universidad,No
540,2025-12-09,50-59,Femenino,Soledad,Bachillerato,Celular Basico,Ninguno,Datos Moviles,2,Neutral,Todos Los Dias,Ninguna,Llamadas,"Miedo A Danar Celular,No Sabe Descargar Apps",Ninguno,Tal Vez,No Me Interesa,"Whatsapp,Gobierno,Correo",Redes Sociales,"Sabado,Martes","Tarde,Manana",2 Veces,30 Min,40+,Alcaldia,Grupo Grande,Vista,No,Empresa Privada,Si
541,2025-12-13,60-69,Femenino,Malambo,Primaria,Smartphone,Tablet,No Tiene,3,Muy Incomodo,Rara Vez,Banca,"Mapas,No Lo Usa","Miedo A Danar Celular,No Sabe Descargar Apps",Dañar Celular,No,Util,Salud,Banca,"Martes,Viernes,Sabado",Manana,1 Vez,45 Min,21-40,Alcaldia,Individual,Audicion,Si,Alcaldia,Si
542,2025-12-14,50-59,Femenino,Malambo,Profesional,Celular Basico,Ninguno,Wifi,1,Comodo,Todos Los Dias,"Whatsapp,Correo","Mensajes,Mapas","Olvida Contrasenas,Miedo A Danar Celular",Estafas,Si,Poco Util,"Redes Sociales,Banca,Whatsapp",Whatsapp,Martes,"Tarde,Manana",2 Veces,30 Min,11-20,Universidad,Grupo Pequeno,Vista,Si,Familia,No
543,2025-11-30,40-49,Prefiero No Decirlo,Barranquilla,Primaria,Celular Basico,Tablet,Wifi,2,Neutral,Nunca,"Whatsapp,Correo","Videos,Tramites","No Entiende Botones,No Sabe Descargar Apps",No Entender,Tal Vez,Poco Util,"Banca,Correo",Correo,Miercoles,Tarde,3 Veces O Mas,45 Min,40+,Biblioteca,Indiferente,Audicion,No,Familia,Si
544,2025-12-09,50-59,Masculino,Puerto Colombia,Primaria,No Tiene,Computador,Datos Moviles,4,Muy Comodo,A Veces,"Google Maps,Banca,Youtube",Mapas,Miedo A Danar Celular,No Entender,No,Muy Util,Banca,Banca,Lunes,Manana,Depende,30 Min,11-20,Universidad,Indiferente,Ninguna,Si,Alcaldia,No
545,2025-11-17,40-49,Masculino,Malambo,Primaria,No Tiene,Tablet,No Tiene,2,Neutral,Nunca,"Banca,Ninguna,Google Maps","Mensajes,Tramites","No Entiende Botones,No Sabe Descargar Apps",Estafas,Si,Util,Gobierno,Salud,"Miercoles,Martes,Viernes","Manana,Noche",1 Vez,1 Hora,21-40,Biblioteca,Grupo Pequeno,Vista,No,Universidad,No
546,2025-11-23,60-69,Prefiero No Decirlo,Malambo,Ninguno,No Tiene,Ninguno,Wifi,2,Muy Incomodo,Rara Vez,Google Maps,"Videos,Mapas",Olvida Contrasenas,Ninguno,No,No Me Interesa,"Redes Sociales,Whatsapp,Google Maps",Salud,Martes,Tarde,Depende,1 Hora,0-10,Universidad,Grupo Pequeno,Memoria,No,Empresa Privada,Si
547,2025-12-02,70-79,Prefiero No Decirlo,Soledad,Bachillerato,No Tiene,Computador,Datos Moviles,2,Neutral,Rara Vez,"Correo,Ninguna","Mensajes,No Lo Usa","Ninguna,Miedo A Danar Celular",Estafas,Tal Vez,Muy Util,"Redes Sociales,Correo",Whatsapp,Viernes,Manana,3 Veces O Mas,45 Min,11-20,Universidad,Individual,Vista,No,Fundacion,Si
548,2025-12-13,50-59,Prefiero No Decirlo,Malambo,Tecnico/Tecnologo,No Tiene,Ninguno,Wifi,4,Incomodo,Todos Los Dias,"Ninguna,Youtube,Correo",Tramites,"Miedo A Danar Celular,No Entiende Botones",No Entender,Tal Vez,Muy Util,"Correo,Gobierno",Correo,Sabado,"Manana,Noche",2 Veces,30 Min,11-20,Barrio,Individual,Motricidad,Solo Si Es Gratis,Familia,Si
549,2025-11-22,50-59,Femenino,Barranquilla,Bachillerato,Smartphone,Celular,Wifi,1,Neutral,A Veces,"Ninguna,Whatsapp,Google Maps",Mapas,"Ninguna,No Sabe Descargar Apps",No Entender,Tal Vez,Muy Util,Banca,Correo,"Miercoles,Viernes",Tarde,3 Veces O Mas,1 Hora,11-20,Barrio,Individual,Memoria,Si,Familia,No
550,2025-11-30,80+,Masculino,Soledad,Tecnico/Tecnologo,No Tiene,Computador,No Tiene,4,Comodo,A Veces,"Ninguna,Google Maps",Tramites,"Miedo A Danar Celular,Ninguna",Dañar Celular,No,Util,Google Maps,Redes Sociales,"Martes,Sabado",Manana,2 Veces,30 Min,21-40,Barrio,Individual,Motricidad,Si,Familia,No
551,2025-11-27,50-59,Femenino,Malambo,Profesional,No Tiene,Celular,Wifi,4,Muy Comodo,Todos Los Dias,Correo,"Tramites,No Lo Usa",Miedo A Danar Celular,Ninguno,No,Util,Whatsapp,Whatsapp,Jueves,"Tarde,Manana",2 Veces,30 Min,0-10,Barrio,Grupo Grande,Audicion,Solo Si Es Gratis,Universidad,No
552,2025-12-08,80+,Masculino,Soledad,Primaria,Smartphone,Computador,No Tiene,1,Neutral,Rara Vez,"Youtube,Banca",Tramites,Olvida Contrasenas,Ninguno,No,Util,"Google Maps,Redes Sociales",Correo,"Lunes,Sabado,Jueves","Noche,Tarde",2 Veces,1.5 Horas,40+,Biblioteca,Grupo Pequeno,Audicion,Solo Si Es Gratis,Universidad,No
553,2025-11-23,50-59,Femenino,Galapa,Profesional,No Tiene,Celular,No Tiene,3,Muy Incomodo,Todos Los Dias,Correo,"Llamadas,Mensajes","Ninguna,Olvida Contrasenas",Estafas,Si,Muy Util,Google Maps,Redes Sociales,"Martes,Sabado,Viernes",Manana,2 Veces,1 Hora,11-20,Alcaldia,Individual,Ninguna,No,Empresa Privada,Si
554,2025-12-02,70-79,Masculino,Galapa,Primaria,No Tiene,Celular,Datos Moviles,3,Muy Comodo,Rara Vez,Ninguna,No Lo Usa,"Miedo A Danar Celular,No Entiende Botones",Ninguno,Si,No Me Interesa,"Gobierno,Salud,Whatsapp",Salud,"Sabado,Lunes,Miercoles","Noche,Manana",3 Veces O Mas,1 Hora,40+,Biblioteca,Individual,Audicion,Solo Si Es Gratis,Fundacion,No
555,2025-12-03,70-79,Prefiero No Decirlo,Galapa,Bachillerato,No Tiene,Computador,No Tiene,1,Incomodo,A Veces,"Youtube,Google Maps",Videos,"Miedo A Danar Celular,Olvida Contrasenas",No Entender,No,Muy Util,"Correo,Banca",Correo,"Lunes,Jueves,Miercoles","Manana,Tarde",Depende,1 Hora,0-10,Alcaldia,Indiferente,Memoria,Si,Familia,Si
556,2025-11-27,80+,Masculino,Malambo,Profesional,Celular Basico,Computador,No Tiene,5,Muy Comodo,A Veces,"Google Maps,Whatsapp",Tramites,"No Entiende Botones,No Sabe Descargar Apps",No Entender,Si,Poco Util,"Redes Sociales,Banca",Salud,"Viernes,Sabado,Lunes","Tarde,Manana",3 Veces O Mas,1 Hora,21-40,Barrio,Grupo Pequeno,Ninguna,No,Alcaldia,No
557,2025-11-14,50-59,Femenino,Barranquilla,Bachillerato,Celular Basico,Tablet,Datos Moviles,1,Comodo,Todos Los Dias,"Banca,Ninguna",Llamadas,Olvida Contrasenas,Ninguno,Tal Vez,Poco Util,"Banca,Compras,Gobierno",Whatsapp,"Viernes,Sabado,Martes",Tarde,Depende,1 Hora,11-20,Alcaldia,Grupo Grande,Vista,Solo Si Es Gratis,Empresa Privada,No
558,2025-11-17,50-59,Femenino,Soledad,Profesional,Celular Basico,Celular,Wifi,1,Incomodo,Nunca,"Google Maps,Correo,Banca",Tramites,"Miedo A Danar Celular,No Entiende Botones",Dañar Celular,Tal Vez,Poco Util,Correo,Correo,Jueves,"Tarde,Noche",1 Vez,1.5 Horas,0-10,Barrio,Indiferente,Audicion,No,Alcaldia,Si
559,2025-12-11,50-59,Masculino,Malambo,Primaria,Smartphone,Tablet,Datos Moviles,3,Neutral,A Veces,Banca,Mapas,"Olvida Contrasenas,Ninguna",No Entender,No,No Me Interesa,"Google Maps,Gobierno",Whatsapp,"Martes,Sabado",Tarde,3 Veces O Mas,1.5 Horas,40+,Biblioteca,Grupo Grande,Memoria,Si,Universidad,Si
560,2025-12-11,80+,Femenino,Malambo,Bachillerato,Smartphone,Computador,Datos Moviles,1,Neutral,Todos Los Dias,"Correo,Ninguna","Tramites,Videos","Olvida Contrasenas,Miedo A Danar Celular",Ninguno,Tal Vez,Poco Util,Banca,Banca,"Martes,Miercoles,Lunes","Manana,Noche",3 Veces O Mas,1 Hora,21-40,Biblioteca,Individual,Audicion,Solo Si Es Gratis,Familia,Si
561,2025-12-14,50-59,Masculino,Soledad,Bachillerato,Smartphone,Celular,No Tiene,4,Incomodo,Rara Vez,"Correo,Ninguna,Youtube","Videos,Tramites",Ninguna,Dañar Celular,No,Poco Util,"Redes Sociales,Correo,Google Maps",Banca,Viernes,"Manana,Tarde",2 Veces,1 Hora,0-10,Alcaldia,Individual,Ninguna,No,Fundacion,No
562,2025-11-25,40-49,Masculino,Barranquilla,Primaria,Celular Basico,Celular,No Tiene,1,Neutral,A Veces,"Whatsapp,Google Maps,Correo","Videos,No Lo Usa","Miedo A Danar Celular,Olvida Contrasenas",Perder Dinero,Tal Vez,Util,"Gobierno,Compras",Correo,"Sabado,Miercoles,Lunes","Manana,Tarde",3 Veces O Mas,1.5 Horas,11-20,Universidad,Grupo Grande,Ninguna,Si,Alcaldia,No
563,2025-12-07,70-79,Prefiero No Decirlo,Puerto Colombia,Primaria,Smartphone,Tablet,Wifi,5,Incomodo,Todos Los Dias,Whatsapp,Mensajes,No Sabe Descargar Apps,Estafas,No,No Me Interesa,"Google Maps,Compras,Correo",Whatsapp,"Martes,Jueves","Manana,Noche",3 Veces O Mas,1.5 Horas,11-20,Universidad,Individual,Motricidad,Si,Alcaldia,No
564,2025-11-22,60-69,Masculino,Malambo,Bachillerato,Celular Basico,Tablet,Datos Moviles,5,Muy Incomodo,Nunca,"Banca,Whatsapp,Google Maps","No Lo Usa,Mapas",Olvida Contrasenas,Dañar Celular,Tal Vez,No Me Interesa,Gobierno,Salud,"Jueves,Martes,Sabado",Tarde,2 Veces,45 Min,40+,Biblioteca,Grupo Grande,Memoria,Solo Si Es Gratis,Fundacion,No
565,2025-11-16,60-69,Femenino,Puerto Colombia,Ninguno,No Tiene,Celular,No Tiene,1,Muy Incomodo,Nunca,"Banca,Ninguna,Google Maps","Mensajes,Tramites",Ninguna,Perder Dinero,No,Poco Util,Banca,Redes Sociales,Viernes,"Noche,Tarde",3 Veces O Mas,45 Min,21-40,Alcaldia,Grupo Grande,Ninguna,Solo Si Es Gratis,Empresa Privada,No
566,2025-11-26,60-69,Masculino,Soledad,Ninguno,Celular Basico,Ninguno,Datos Moviles,5,Neutral,Rara Vez,"Ninguna,Whatsapp,Banca",Mensajes,No Sabe Descargar Apps,Ninguno,Tal Vez,Muy Util,Correo,Correo,"Martes,Viernes,Jueves",Tarde,1 Vez,1 Hora,21-40,Universidad,Grupo Grande,Vista,No,Universidad,No
567,2025-11-29,50-59,Prefiero No Decirlo,Galapa,Ninguno,Smartphone,Celular,Wifi,2,Muy Incomodo,Rara Vez,"Banca,Google Maps,Correo",Llamadas,Ninguna,No Entender,No,Muy Util,"Redes Sociales,Correo",Whatsapp,Sabado,Manana,Depende,1.5 Horas,0-10,Universidad,Grupo Grande,Audicion,Solo Si Es Gratis,Fundacion,No
568,2025-11-26,50-59,Femenino,Malambo,Primaria,No Tiene,Computador,No Tiene,5,Muy Comodo,Nunca,"Correo,Whatsapp,Google Maps",Mensajes,"No Entiende Botones,Ninguna",Estafas,No,Util,"Banca,Whatsapp,Gobierno",Correo,Viernes,"Tarde,Manana",3 Veces O Mas,1 Hora,0-10,Biblioteca,Indiferente,Vista,Solo Si Es Gratis,Alcaldia,No
569,2025-11-18,80+,Femenino,Puerto Colombia,Primaria,Smartphone,Computador,Datos Moviles,1,Incomodo,A Veces,Ninguna,"Mensajes,Mapas",Olvida Contrasenas,Ninguno,Tal Vez,Util,"Compras,Banca",Salud,Martes,"Noche,Tarde",2 Veces,45 Min,21-40,Biblioteca,Individual,Vista,Solo Si Es Gratis,Empresa Privada,No
570,2025-11-17,70-79,Femenino,Malambo,Tecnico/Tecnologo,Celular Basico,Tablet,Wifi,3,Comodo,Todos Los Dias,Banca,"Tramites,Mensajes","Olvida Contrasenas,No Entiende Botones",Estafas,Tal Vez,Poco Util,Compras,Redes Sociales,"Lunes,Martes,Viernes","Tarde,Manana",Depende,30 Min,11-20,Alcaldia,Indiferente,Memoria,Si,Empresa Privada,Si
571,2025-12-05,50-59,Prefiero No Decirlo,Barranquilla,Profesional,Celular Basico,Computador,Wifi,4,Muy Incomodo,Nunca,Banca,"Videos,Mensajes","Ninguna,Olvida Contrasenas",No Entender,Tal Vez,Muy Util,"Banca,Whatsapp",Banca,"Viernes,Sabado,Lunes",Tarde,2 Veces,30 Min,21-40,Biblioteca,Indiferente,Memoria,Si,Fundacion,Si
572,2025-11-15,80+,Femenino,Malambo,Tecnico/Tecnologo,No Tiene,Computador,Datos Moviles,1,Muy Comodo,Rara Vez,"Google Maps,Youtube,Whatsapp","Tramites,Llamadas","No Sabe Descargar Apps,Ninguna",Dañar Celular,No,Muy Util,"Google Maps,Banca,Correo",Correo,"Viernes,Sabado","Tarde,Noche",3 Veces O Mas,30 Min,11-20,Universidad,Indiferente,Audicion,No,Alcaldia,No
573,2025-12-06,50-59,Femenino,Galapa,Ninguno,No Tiene,Celular,Wifi,4,Neutral,Nunca,Google Maps,Tramites,Ninguna,No Entender,Si,No Me Interesa,"Redes Sociales,Correo",Banca,"Martes,Sabado,Jueves","Tarde,Noche",1 Vez,1 Hora,0-10,Biblioteca,Individual,Ninguna,Si,Familia,Si
574,2025-11-14,60-69,Femenino,Puerto Colombia,Profesional,Smartphone,Tablet,No Tiene,2,Comodo,Rara Vez,"Google Maps,Youtube",Videos,Miedo A Danar Celular,Perder Dinero,Si,Muy Util,"Redes Sociales,Salud,Compras",Banca,Miercoles,"Manana,Noche",1 Vez,1.5 Horas,21-40,Barrio,Grupo Pequeno,Audicion,No,Empresa Privada,Si
575,2025-11-18,80+,Prefiero No Decirlo,Barranquilla,Primaria,No Tiene,Ninguno,No Tiene,5,Neutral,Nunca,"Youtube,Ninguna,Google Maps","Llamadas,Tramites","Miedo A Danar Celular,No Sabe Descargar Apps",Dañar Celular,No,No Me Interesa,Google Maps,Banca,"Lunes,Jueves","Manana,Noche",3 Veces O Mas,30 Min,21-40,Biblioteca,Grupo Pequeno,Memoria,Si,Alcaldia,Si
576,2025-12-13,50-59,Masculino,Galapa,Ninguno,Celular Basico,Celular,No Tiene,4,Incomodo,Nunca,"Whatsapp,Youtube","Mapas,Mensajes",Miedo A Danar Celular,Estafas,Si,Poco Util,Compras,Salud,"Martes,Lunes,Miercoles",Tarde,1 Vez,30 Min,21-40,Alcaldia,Indiferente,Ninguna,No,Alcaldia,Si
577,2025-12-11,70-79,Femenino,Soledad,Tecnico/Tecnologo,No Tiene,Celular,Wifi,4,Incomodo,Todos Los Dias,Youtube,No Lo Usa,"Miedo A Danar Celular,Ninguna",Estafas,Si,Util,"Compras,Correo,Whatsapp",Redes Sociales,"Jueves,Lunes,Sabado","Manana,Noche",1 Vez,30 Min,21-40,Universidad,Grupo Grande,Memoria,Si,Fundacion,Si
578,2025-11-26,50-59,Prefiero No Decirlo,Barranquilla,Profesional,Smartphone,Ninguno,Datos Moviles,3,Incomodo,Todos Los Dias,Youtube,Videos,"Miedo A Danar Celular,Ninguna",Dañar Celular,Si,Muy Util,"Compras,Whatsapp,Banca",Mapas,Martes,"Manana,Noche",1 Vez,1 Hora,21-40,Alcaldia,Indiferente,Audicion,No,Familia,Si
579,2025-12-08,50-59,Masculino,Malambo,Tecnico/Tecnologo,Smartphone,Tablet,Wifi,4,Comodo,Nunca,"Correo,Banca,Google Maps",No Lo Usa,Olvida Contrasenas,Dañar Celular,No,Poco Util,"Redes Sociales,Whatsapp,Salud",Whatsapp,Lunes,Noche,1 Vez,1 Hora,0-10,Biblioteca,Indiferente,Ninguna,No,Empresa Privada,No
580,2025-12-06,70-79,Prefiero No Decirlo,Galapa,Ninguno,No Tiene,Ninguno,Wifi,2,Comodo,Todos Los Dias,Whatsapp,"Videos,Mapas","No Entiende Botones,Miedo A Danar Celular",No Entender,No,Muy Util,"Banca,Correo,Whatsapp",Salud,"Viernes,Sabado",Manana,Depende,1 Hora,0-10,Barrio,Indiferente,Ninguna,Solo Si Es Gratis,Familia,Si
581,2025-12-02,80+,Prefiero No Decirlo,Soledad,Bachillerato,Celular Basico,Tablet,Datos Moviles,5,Neutral,Todos Los Dias,"Correo,Whatsapp",Llamadas,Ninguna,Ninguno,Tal Vez,Poco Util,"Compras,Banca",Banca,"Lunes,Martes,Sabado",Manana,Depende,45 Min,0-10,Universidad,Grupo Grande,Vista,Si,Universidad,Si
582,2025-12-13,40-49,Femenino,Puerto Colombia,Ninguno,Celular Basico,Tablet,Datos Moviles,4,Comodo,Rara Vez,"Whatsapp,Banca,Ninguna",Tramites,No Entiende Botones,Dañar Celular,Si,No Me Interesa,Whatsapp,Correo,Jueves,Manana,2 Veces,1.5 Horas,11-20,Alcaldia,Indiferente,Ninguna,Si,Fundacion,Si
583,2025-11-27,60-69,Masculino,Puerto Colombia,Primaria,No Tiene,Ninguno,Datos Moviles,3,Comodo,Rara Vez,Whatsapp,Tramites,"Miedo A Danar Celular,Ninguna",No Entender,Si,Muy Util,"Salud,Gobierno,Whatsapp",Whatsapp,"Lunes,Miercoles,Sabado","Noche,Tarde",3 Veces O Mas,45 Min,21-40,Biblioteca,Individual,Audicion,Solo Si Es Gratis,Empresa Privada,Si
584,2025-12-12,60-69,Femenino,Malambo,Bachillerato,Celular Basico,Ninguno,Datos Moviles,1,Comodo,A Veces,"Banca,Ninguna","Videos,Tramites","No Sabe Descargar Apps,Ninguna",No Entender,Si,Muy Util,Whatsapp,Correo,Miercoles,Manana,1 Vez,45 Min,11-20,Biblioteca,Indiferente,Ninguna,No,Alcaldia,Si
585,2025-11-14,70-79,Femenino,Barranquilla,Ninguno,Celular Basico,Celular,Datos Moviles,3,Neutral,Rara Vez,"Youtube,Google Maps",Mapas,"Miedo A Danar Celular,Ninguna",Dañar Celular,Tal Vez,Muy Util,Correo,Whatsapp,Viernes,Noche,2 Veces,1 Hora,0-10,Barrio,Indiferente,Vista,Solo Si Es Gratis,Universidad,No
586,2025-12-03,80+,Femenino,Malambo,Profesional,Smartphone,Celular,Wifi,4,Muy Comodo,Rara Vez,Whatsapp,"Mapas,No Lo Usa",No Entiende Botones,Estafas,Si,Util,"Google Maps,Salud,Whatsapp",Whatsapp,Sabado,Manana,2 Veces,1.5 Horas,0-10,Universidad,Individual,Audicion,Si,Empresa Privada,No
587,2025-12-14,70-79,Prefiero No Decirlo,Galapa,Profesional,Celular Basico,Tablet,No Tiene,3,Neutral,Todos Los Dias,"Whatsapp,Google Maps,Youtube",Mapas,"Miedo A Danar Celular,Olvida Contrasenas",No Entender,Si,Muy Util,"Banca,Google Maps,Gobierno",Whatsapp,"Jueves,Martes","Tarde,Manana",3 Veces O Mas,45 Min,21-40,Alcaldia,Individual,Memoria,No,Familia,Si
588,2025-12-09,60-69,Femenino,Soledad,Profesional,No Tiene,Tablet,Datos Moviles,4,Muy Incomodo,Todos Los Dias,"Ninguna,Correo","No Lo Usa,Mapas",Miedo A Danar Celular,Dañar Celular,Si,No Me Interesa,"Gobierno,Correo",Mapas,"Miercoles,Jueves,Viernes",Noche,2 Veces,30 Min,11-20,Universidad,Individual,Vista,No,Alcaldia,No
589,2025-11-28,80+,Masculino,Malambo,Bachillerato,Smartphone,Tablet,Datos Moviles,3,Incomodo,A Veces,Google Maps,"No Lo Usa,Mapas",No Entiende Botones,Perder Dinero,Si,Poco Util,"Compras,Gobierno,Google Maps",Correo,"Miercoles,Martes,Sabado","Noche,Manana",1 Vez,1.5 Horas,21-40,Universidad,Individual,Vista,Si,Familia,No
590,2025-11-20,50-59,Prefiero No Decirlo,Puerto Colombia,Primaria,No Tiene,Tablet,Datos Moviles,2,Muy Incomodo,Todos Los Dias,Google Maps,Videos,"Ninguna,Miedo A Danar Celular",Estafas,No,Poco Util,"Compras,Correo,Whatsapp",Salud,"Miercoles,Lunes","Manana,Noche",1 Vez,45 Min,0-10,Biblioteca,Grupo Grande,Motricidad,Si,Empresa Privada,Si
591,2025-11-19,50-59,Femenino,Barranquilla,Primaria,No Tiene,Ninguno,Wifi,3,Muy Comodo,Todos Los Dias,Youtube,"Mensajes,Llamadas","No Entiende Botones,Ninguna",Perder Dinero,Si,Muy Util,"Salud,Whatsapp,Correo",Salud,"Viernes,Sabado,Lunes",Manana,3 Veces O Mas,30 Min,0-10,Biblioteca,Grupo Grande,Memoria,Si,Universidad,Si
592,2025-11-20,70-79,Prefiero No Decirlo,Barranquilla,Ninguno,Celular Basico,Ninguno,Wifi,1,Comodo,Rara Vez,"Ninguna,Banca",No Lo Usa,"No Entiende Botones,Olvida Contrasenas",No Entender,No,Poco Util,"Whatsapp,Redes Sociales",Whatsapp,Martes,"Tarde,Manana",3 Veces O Mas,45 Min,0-10,Barrio,Indiferente,Audicion,Solo Si Es Gratis,Familia,No
593,2025-11-28,40-49,Masculino,Soledad,Profesional,No Tiene,Celular,No Tiene,2,Comodo,Nunca,"Whatsapp,Correo",Tramites,Ninguna,No Entender,Si,Util,Compras,Mapas,"Jueves,Lunes",Tarde,3 Veces O Mas,45 Min,0-10,Alcaldia,Indiferente,Ninguna,Si,Alcaldia,Si
594,2025-11-19,60-69,Prefiero No Decirlo,Barranquilla,Ninguno,Celular Basico,Computador,Datos Moviles,5,Muy Incomodo,Nunca,Ninguna,"No Lo Usa,Videos",Miedo A Danar Celular,Perder Dinero,Tal Vez,Util,Banca,Salud,"Lunes,Jueves,Viernes","Tarde,Noche",Depende,1.5 Horas,0-10,Alcaldia,Indiferente,Motricidad,Si,Fundacion,Si
595,2025-12-07,80+,Masculino,Soledad,Primaria,Celular Basico,Celular,No Tiene,1,Comodo,A Veces,Correo,Llamadas,"No Entiende Botones,Miedo A Danar Celular",Perder Dinero,Tal Vez,Muy Util,"Correo,Compras,Banca",Mapas,Sabado,Noche,2 Veces,45 Min,21-40,Universidad,Individual,Audicion,Si,Alcaldia,No
596,2025-11-15,40-49,Prefiero No Decirlo,Galapa,Ninguno,Smartphone,Celular,Datos Moviles,2,Muy Incomodo,Rara Vez,Google Maps,Mapas,"Olvida Contrasenas,No Sabe Descargar Apps",Dañar Celular,Tal Vez,Util,Redes Sociales,Banca,"Viernes,Lunes",Manana,3 Veces O Mas,30 Min,0-10,Universidad,Indiferente,Memoria,No,Universidad,No
597,2025-11-28,80+,Masculino,Barranquilla,Tecnico/Tecnologo,Celular Basico,Tablet,No Tiene,3,Neutral,Nunca,Banca,Mapas,"Olvida Contrasenas,No Entiende Botones",Perder Dinero,Si,Poco Util,"Gobierno,Correo,Whatsapp",Mapas,"Miercoles,Martes","Noche,Manana",Depende,45 Min,11-20,Alcaldia,Individual,Audicion,No,Empresa Privada,No
598,2025-11-20,60-69,Masculino,Galapa,Profesional,Celular Basico,Tablet,Wifi,3,Muy Incomodo,Todos Los Dias,Whatsapp,"Mensajes,Llamadas","No Entiende Botones,Olvida Contrasenas",No Entender,Tal Vez,No Me Interesa,"Salud,Gobierno,Redes Sociales",Redes Sociales,Martes,Tarde,3 Veces O Mas,1 Hora,11-20,Barrio,Grupo Pequeno,Memoria,No,Alcaldia,No
599,2025-11-28,60-69,Prefiero No Decirlo,Galapa,Bachillerato,Celular Basico,Celular,Wifi,5,Incomodo,A Veces,"Correo,Banca","Mensajes,Mapas",Ninguna,Ninguno,Tal Vez,Muy Util,"Compras,Salud",Mapas,Lunes,"Noche,Tarde",2 Veces,45 Min,40+,Barrio,Grupo Pequeno,Motricidad,Si,Familia,No
